rowid,id,age,occup,gender,origlat,origlon,destlat,destlon,orig_geom,dest_geom,purp,vehic,freqpweek,OD_dist,travtime,reason,own_car,own_motob,own_ebike,own_bike,freq_car,freq_motob,freq_ebike,freq_bike,freq_taxi,freq_bus,school_acc,market_acc,hosp_acc,bank_acc,leis_acc,type,status,own,reas_not_car,reas_not_motob,reas_not_ebike,reas_not_bike,dist_to_pub,aware_ban,fut_veh,alt_veh,alt_car,alt_ebike,alt_bike,alt_bus,alt_ltrain,alt_taxi,alt_walk,opinion_car,opinion_motob,opinion_ebike,opinion_bike,opinion_taxi,opinion_bus,opinion_ban
2116,133421539,26_35,private,female,21.041166,105.869077,21.004554,105.854774,0101000020E61000002C2D23F59E775A4007B5DFDA890A3540,0101000020E610000027DE019EB4765A40E41071732A013540,work,moto,1_3,4.333309653,15.0,cost convinient timesaving,0,2,0,0,,,,,,,,,,,,old_building,long_stay,rent,cost,jam,unsafe,slow,500.0,yes,car,ebike,0,1,0,0,0,0,0,good,good,good,neutral,neutral,neutral,disagree
2117,133422070,18_25,student,female,21.050898,105.886757,21.010724,105.863056,0101000020E6100000F19F6EA0C0785A408B6EBDA6070D3540,0101000020E610000076A73B4F3C775A404548DDCEBE023540,work,moto,1_3,5.099653703,15.0,cost convinient timesaving,0,2,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,500.0,yes,car,ebike,0,1,0,0,0,0,0,good,good,good,neutral,neutral,neutral,disagree
2118,133422457,26_35,private,female,21.050057,105.884098,21.020018,105.851598,0101000020E6100000601DC70F95785A4095EF1989D00C3540,0101000020E6100000B2D5E59480765A40D2544FE61F053540,work,moto,1_3,4.747011663,15.0,cost convinient timesaving,0,2,0,0,,,,,,,,,,,,private_new,long_stay,rent,cost,jam,unsafe,slow,300.0,yes,car,car,1,0,0,0,0,0,0,good,good,good,neutral,good,neutral,disagree
2119,133423094,36_55,private,female,21.051099,105.886156,21.042327,105.876457,0101000020E6100000DEC9A7C7B6785A40BADBF5D2140D3540,0101000020E61000006BD619DF17785A40E0BC38F1D50A3540,work,moto,1_3,1.401613958,5.0,cost convinient timesaving,1,2,0,0,,,,,,,,,,,,high_rise,permanent,owner,parking,jam,unsafe,slow,1000.0,yes,car,car,1,0,0,0,0,0,0,good,good,good,neutral,good,neutral,disagree
2120,133424415,36_55,state,female,21.041246,105.87085,21.008631,105.826063,0101000020E61000002F6EA301BC775A4040170D198F0A3540,0101000020E6100000E25B5837DE745A4056BB26A435023540,work,moto,1_3,5.895877684,20.0,convinient timesaving,1,3,0,0,,,,,,,,,,,,high_rise,permanent,owner,parking,jam,unsafe,slow,1000.0,yes,no,car,1,0,0,0,0,0,0,good,good,good,neutral,neutral,neutral,disagree
2121,133424950,36_55,private,female,21.045411,105.877534,21.029081,105.841459,0101000020E610000032C85D8429785A40F0E0270EA00B3540,0101000020E6100000317BD976DA755A405BEF37DA71073540,work,moto,1_3,4.161091892,20.0,cost convinient timesaving,0,2,0,0,,,,,,,,,,,,private_house,permanent,owner,cost,jam,unsafe,slow,1200.0,yes,car,car,1,0,0,0,0,0,0,good,good,good,neutral,neutral,neutral,disagree
2122,133425424,36_55,fdi,female,21.038722,105.923189,21.030391,105.924132,0101000020E6100000B9C15087157B5A40BEA25BAFE9093540,0101000020E6100000F94B8BFA247B5A40BE175FB4C7073540,work,moto,1_3,0.931521965,10.0,convinient timesaving,1,2,0,0,,,,,,,,,,,,private_house,permanent,owner,cost,jam,unsafe,slow,500.0,yes,car,ebike,0,1,0,0,0,0,0,good,good,good,neutral,neutral,neutral,disagree
2123,133425845,26_35,fdi,female,21.049817,105.883927,21.044813,105.846405,0101000020E61000004A438D4292785A40EBC891CEC00C3540,0101000020E6100000F08AE07F2B765A40876F61DD780B3540,work,moto,1_3,3.933460583,15.0,convinient timesaving,1,2,0,0,,,,,,,,,,,,old_building,permanent,owner,cost,jam,unsafe,slow,700.0,yes,car,car,1,0,0,0,0,0,0,good,good,neutral,neutral,good,neutral,disagree
2124,133430971,56_75,state,female,21.032954,105.916709,21.046012,105.881655,0101000020E6100000BABC395CAB7A5A40BB4560AC6F083540,0101000020E6100000B6D617096D785A403B394371C70B3540,visit,moto,1_3,3.917032085,20.0,cost convinient timesaving,1,2,0,0,,,,,,,,,,,,private_house,permanent,owner,parking,jam,unsafe,slow,500.0,yes,no,car,1,0,0,0,0,0,0,good,good,good,neutral,good,neutral,disagree
2125,133431722,56_75,retired,female,21.07504,105.788509,21.065269,105.897366,0101000020E610000082E673EE76725A4050E449D235133540,0101000020E6100000B6A2CD716E795A4050711C78B5103540,visit,moto,1_3,11.34721326,60.0,cost convinient timesaving,1,2,0,0,,,,,,,,,,,,private_house,permanent,owner,parking,jam,unsafe,slow,500.0,yes,no,car,1,0,0,0,0,0,0,good,good,good,neutral,neutral,neutral,disagree
2126,133432425,56_75,retired,male,21.045011,105.880063,21.049817,105.875352,0101000020E6100000DCDAC2F352785A40D3F544D7850B3540,0101000020E61000003F1F65C405785A40EBC891CEC00C3540,shopping,moto,1_3,0.724294164,5.0,cost convinient timesaving,0,3,0,0,,,,,,,,,,,,private_house,permanent,owner,cost,jam,unsafe,slow,500.0,yes,car,ebike,0,1,0,0,0,0,0,good,good,neutral,neutral,good,neutral,disagree
2127,133432980,56_75,retired,male,21.045692,105.880582,21.016931,105.929069,0101000020E610000090DC9A745B785A4057B08D78B20B3540,0101000020E61000008EAED2DD757B5A40E0490B9755043540,shopping,moto,1_3,5.962579662,35.0,cost convinient timesaving,1,2,0,0,,,,,,,,,,,,old_building,permanent,owner,parking,jam,unsafe,slow,700.0,yes,no,ebike,0,1,0,0,0,0,0,good,good,good,neutral,good,neutral,disagree
2128,133433380,36_55,retired,female,21.037761,105.912127,21.001825,105.871248,0101000020E61000001CB3EC49607A5A40731074B4AA093540,0101000020E610000025ADF886C2775A40B1506B9A77003540,shopping,moto,1_3,5.828456287,20.0,cost convinient timesaving,0,2,0,0,,,,,,,,,,,,private_house,permanent,owner,parking,jam,unsafe,slow,500.0,yes,car,ebike,0,1,0,0,0,0,0,good,good,good,neutral,good,neutral,disagree
2129,133433778,56_75,retired,male,21.050338,105.884313,21.030311,105.825568,0101000020E61000005F9B8D9598785A40FDBE7FF3E20C3540,0101000020E6100000F2272A1BD6745A4085B53176C2073540,shopping,ebike,1_3,6.490621826,20.0,cost convinient timesaving,0,2,1,0,,,,,,,,,,,,private_house,permanent,owner,parking,jam,unsafe,slow,1200.0,yes,no,ebike,0,1,0,0,0,0,0,good,good,good,neutral,good,neutral,disagree
2130,133434321,36_55,private,male,21.036359,105.802728,21.01565,105.851224,0101000020E610000058E542E55F735A404FEACBD24E093540,0101000020E610000080643A747A765A40B22E6EA301043540,shopping,moto,1_3,5.535200193,20.0,cost convinient timesaving,1,2,0,0,,,,,,,,,,,,private_house,permanent,owner,parking,jam,unsafe,slow,1200.0,yes,car,ebike,0,1,0,0,0,0,0,good,good,good,neutral,good,bad,disagree
2131,133435144,56_75,private,male,21.049056,105.846179,21.033678,105.846487,0101000020E6100000F8E3F6CB27765A402EAC1BEF8E0C3540,0101000020E61000004E5FCFD72C765A403D98141F9F083540,work,moto,1_3,1.710256998,15.0,cost convinient timesaving,0,2,1,0,,,,,,,,,,,,private_house,permanent,owner,parking,jam,unsafe,slow,1000.0,yes,car,ebike,0,1,0,0,0,0,0,good,good,good,neutral,neutral,neutral,disagree
2132,133436294,56_75,private,female,21.083056,105.818482,21.03011,105.828527,0101000020E61000005797530262745A4090BC732843153540,0101000020E610000097361C9606755A405648F949B5073540,work,moto,4_7,5.97890132,30.0,cost convinient timesaving,0,2,1,0,,,,,,,,,,,,private_house,permanent,owner,parking,jam,unsafe,slow,1000.0,yes,car,ebike,0,1,0,0,0,0,0,neutral,good,good,neutral,neutral,neutral,disagree
2133,133436917,18_25,private,male,21.051897,105.8666,21.019735,105.906123,0101000020E6100000ACADD85F76775A40B1C22D1F490D3540,0101000020E6100000D1C952EBFD795A4029965B5A0D053540,work,moto,1_3,5.441969725,30.0,cost convinient timesaving,0,2,0,0,,,,,,,,,,,,high_rise,long_stay,rent,cost,jam,unsafe,slow,300.0,yes,car,ebike,0,1,0,0,0,0,0,good,good,good,neutral,good,neutral,disagree
2134,133437330,18_25,state,male,20.996741,105.803174,21.01111,105.816603,0101000020E6100000D7BFEB3367735A4014950D6B2AFF3440,0101000020E610000031B43A3943745A4097A8DE1AD8023540,work,moto,1_3,2.12041085,30.0,convinient timesaving,0,2,0,0,,,,,,,,,,,,high_rise,long_stay,rent,cost,jam,unsafe,slow,300.0,yes,car,car,1,0,0,0,0,0,0,good,good,good,neutral,neutral,neutral,disagree
2135,133439300,26_35,state,female,21.034057,105.831694,21.011282,105.836763,0101000020E6100000E29178793A755A402B33A5F5B7083540,0101000020E61000002FE065868D755A4092088D60E3023540,work,moto,1_3,2.586544008,20.0,cost convinient timesaving,0,2,0,0,,,,,,,,,,,,old_building,long_stay,rent,cost,jam,unsafe,slow,700.0,yes,car,ebike,0,1,0,0,0,0,0,good,good,good,neutral,neutral,neutral,disagree
2136,133441386,18_25,private,female,21.037641,105.873675,21.027547,105.817647,0101000020E61000004D158C4AEA775A401EFD2FD7A2093540,0101000020E61000000A2B155454745A40581AF8510D073540,work,moto,4_7,5.922303858,15.0,cost convinient timesaving,0,2,0,0,,,,,,,,,,,,old_building,long_stay,rent,cost,jam,jam,slow,2000.0,yes,car,bus,0,0,0,1,0,0,0,good,good,good,neutral,neutral,neutral,disagree
2137,133442038,26_35,state,female,20.987163,105.831568,21.005895,105.845278,0101000020E61000009C19FD6838755A403DD2E0B6B6FC3440,0101000020E6100000CF81E50819765A40BD35B05582013540,work,moto,1_3,2.522731772,20.0,cost convinient timesaving,0,2,0,0,,,,,,,,,,,,high_rise,long_stay,rent,cost,jam,unsafe,slow,1500.0,yes,car,ebike bike bus,0,1,1,1,0,0,0,neutral,neutral,neutral,bad,neutral,bad,disagree
2138,133442612,36_55,state,female,20.992104,105.849367,21.02262,105.822305,0101000020E61000004ED367075C765A40153B1A87FAFD3440,0101000020E6100000969526A5A0745A404B3CA06CCA053540,work,moto,4_7,4.405152094,30.0,convinient timesaving,0,2,0,0,,,,,,,,,,,,high_rise,long_stay,rent,cost,jam,unsafe,slow,200.0,yes,car,car,1,0,0,0,0,0,0,good,good,neutral,neutral,good,neutral,disagree
2139,133443261,26_35,private,female,20.997541,105.794113,21.035959,105.791227,0101000020E6100000051555BFD2725A404C6BD3D85EFF3440,0101000020E6100000952D9276A3725A4032FFE89B34093540,work,moto,1_3,4.282383665,15.0,cost convinient timesaving,0,1,1,0,,,,,,,,,,,,old_building,long_stay,rent,cost,jam,jam,slow,300.0,yes,car,car,1,0,0,0,0,0,0,good,good,good,good,good,neutral,disagree
2140,133444665,18_25,fdi,female,21.042007,105.816564,20.999344,105.850753,0101000020E6100000D2C5A69542745A40FD3383F8C00A3540,0101000020E610000054FEB5BC72765A402E742502D5FF3440,work,moto,1_3,5.924329981,15.0,cost convinient timesaving,0,2,1,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,500.0,yes,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,bad,disagree
2141,133637138,18_25,private,female,21.005353,105.854914,21.045932,105.786373,0101000020E61000001FB935E9B6765A407CEF6FD05E013540,0101000020E6100000465D6BEF53725A4002D71533C20B3540,education,moto,1_3,8.424289484,50.0,cost convinient timesaving,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,500.0,yes,car,ebike,0,1,0,0,0,0,0,neutral,good,good,neutral,neutral,neutral,disagree
2142,133637678,18_25,student,female,20.980613,105.878881,21.039563,105.869649,0101000020E6100000DA0418963F785A404F081D7409FB3440,0101000020E6100000F17F4754A8775A40B421FFCC200A3540,education,moto,1_3,6.624630864,30.0,cost convinient timesaving,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,500.0,yes,car,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree
2143,133638064,18_25,student,female,21.031873,105.878468,21.027226,105.919283,0101000020E610000048A5D8D138785A401BA034D428083540,0101000020E610000033315D88D57A5A40D4997B48F8063540,education,moto,1_3,4.267546721,15.0,convinient timesaving,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,500.0,yes,car,car,1,0,0,0,0,0,0,good,good,good,neutral,neutral,neutral,disagree
2144,133638462,18_25,student,male,21.064555,105.889629,21.033635,105.856466,0101000020E6100000AF2479AEEF785A4014CB2DAD86103540,0101000020E6100000B308C556D0765A403F00A94D9C083540,education,moto,1_3,4.864651712,15.0,cost convinient timesaving,0,2,0,0,,,,,,,,,,,,old_building,long_stay,rent,cost,jam,unsafe,slow,200.0,yes,car,bus,0,0,0,1,0,0,0,good,good,good,neutral,good,neutral,disagree
2145,133639061,18_25,student,male,21.037561,105.913285,21.030631,105.924647,0101000020E61000005ABBED42737A5A40E59A02999D093540,0101000020E61000000C569C6A2D7B5A40683EE76ED7073540,education,moto,1_3,1.40866745,10.0,convinient timesaving,0,2,0,0,,,,,,,,,,,,old_building,long_stay,rent,cost,jam,unsafe,slow,200.0,yes,car,ebike,0,1,0,0,0,0,0,good,good,good,neutral,neutral,neutral,disagree
2146,133639570,18_25,student,male,21.064355,105.889074,21.04343,105.78746,0101000020E6100000546EA296E6785A408655BC9179103540,0101000020E61000001FBAA0BE65725A4050AA7D3A1E0B3540,education,moto,1_3,10.79834851,40.0,convinient timesaving,0,3,1,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,700.0,yes,car,ebike,0,1,0,0,0,0,0,good,good,good,neutral,neutral,neutral,disagree
2147,133639954,18_25,student,male,21.044491,105.84482,21.054303,105.877753,0101000020E61000006EC0E78711765A4062F71DC3630B3540,0101000020E6100000D13DEB1A2D785A401F1329CDE60D3540,education,moto,1_3,3.587556595,15.0,cost convinient timesaving,0,3,1,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,700.0,yes,car,ebike,0,1,0,0,0,0,0,good,good,good,neutral,good,neutral,disagree
2148,133640285,36_55,state,male,21.037441,105.912589,21.041286,105.872087,0101000020E61000001E6CB1DB677A5A409087BEBB95093540,0101000020E61000001211FE45D0775A405CC823B8910A3540,education,moto,1_3,4.225073192,20.0,cost convinient timesaving,0,3,1,0,,,,,,,,,,,,private_house,long_stay,parent_house,cost,jam,unsafe,slow,700.0,yes,car,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,bad,disagree
2149,133640747,18_25,student,male,21.041644,105.869446,21.025343,105.796169,0101000020E6100000D5E8D500A5775A401B13622EA90A3540,0101000020E6100000B345D26EF4725A40BA2EFCE07C063540,education,ebike,1_3,7.818166382,10.0,cost convinient timesaving,0,3,1,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,700.0,yes,moto,ebike,0,1,0,0,0,0,0,neutral,good,good,neutral,good,neutral,disagree
2150,133641148,26_35,state,male,21.057547,105.888257,21.023562,105.805061,0101000020E61000005B5CE333D9785A40A0FB7266BB0E3540,0101000020E61000003E92921E86735A40A86DC32808063540,education,ebike,1_3,9.424958956,25.0,cost convinient timesaving,0,2,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,500.0,yes,moto,ebike,0,1,0,0,0,0,0,good,good,good,neutral,neutral,neutral,disagree
2151,133643698,26_35,state,female,21.023381,105.829428,21.031072,105.873246,0101000020E6100000BF982D5915755A400859164CFC053540,0101000020E610000038D73043E3775A4042D2A755F4073540,work,moto,1_3,4.62760641,25.0,cost convinient timesaving,0,2,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,500.0,yes,car,car,1,0,0,0,0,0,0,good,good,good,neutral,neutral,neutral,disagree
2152,133644148,18_25,private,female,20.997583,105.850195,21.003202,105.853622,0101000020E6100000410E4A9869765A40AA0B789961FF3440,0101000020E61000005A492BBEA1765A402448A5D8D1003540,work,moto,4_7,0.718987389,10.0,convinient timesaving,0,2,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,unsafe,2500.0,yes,car,ebike,0,1,0,0,0,0,0,good,good,good,neutral,neutral,neutral,disagree
2153,133644527,36_55,state,male,20.998582,105.850363,21.014329,105.810401,0101000020E61000009FAEEE586C765A40D05FE811A3FF3440,0101000020E610000053E9279CDD735A406762BA10AB033540,work,moto,4_7,4.502667261,50.0,cost convinient timesaving,0,2,0,0,,,,,,,,,,,,private_house,permanent,owner,parking,jam,unsafe,unsafe,1500.0,yes,car,ebike,0,1,0,0,0,0,0,good,good,good,neutral,neutral,neutral,disagree
2154,133736395,26_35,private,female,21.035077,105.913199,21.030992,105.924904,0101000020E61000005BEF37DA717A5A4080D767CEFA083540,0101000020E610000022FC8BA0317B5A4009707A17EF073540,work,ebike,14_16,1.296965274,10.0,cost,0,2,0,0,,,,,,,,,,,,high_rise,permanent,owner,parking,jam,unsafe,slow,200.0,yes,moto,bike bus,0,0,1,1,0,0,0,good,neutral,neutral,bad,verybad,verybad,neutral
2155,133738697,18_25,state,male,21.015048,105.778334,21.026345,105.817966,0101000020E61000005AD76839D0715A40C6DE8B2FDA033540,0101000020E61000005BCF108E59745A40C269C18BBE063540,education,ebike,8_10,4.301134026,30.0,cost convinient,0,2,0,0,,,,,,,,,,,,private_new,short_stay,rent,parking,jam,unsafe,slow,200.0,donotcare,moto,ebike,0,1,0,0,0,0,0,good,neutral,bad,verybad,verybad,verybad,strongagree
2156,133739033,less_18,student,female,21.058788,105.891516,21.019094,105.82835,0101000020E610000016F71F990E795A40B265F9BA0C0F3540,0101000020E610000010E9B7AF03755A40C18C2958E3043540,work,moto,8_10,7.902931019,30.0,convinient,0,more_5,0,0,,,,,,,,,,,,private_new,long_stay,parent_house,parking,jam,unsafe,slow,200.0,no,moto,ebike,0,1,0,0,0,0,0,verygood,good,neutral,bad,verybad,verybad,agree
2157,133739317,26_35,fdi,female,21.053422,105.89516,21.046012,105.801176,0101000020E6100000FE2B2B4D4A795A400DE36E10AD0D3540,0101000020E6100000C495B37746735A403B394371C70B3540,work,moto,8_10,9.787927334,30.0,convinient,0,3,1,0,,,,,,,,,,,,high_rise,long_stay,parent_house,parking,jam,unsafe,slow,30.0,donotcare,moto,bike,0,0,1,0,0,0,0,good,neutral,bad,verybad,verybad,verybad,strongdisagree
2158,133740254,26_35,fdi,male,21.057587,105.885385,21.015369,105.864966,0101000020E61000009DD7D825AA785A40BDAC8905BE0E3540,0101000020E6100000B9895A9A5B775A404A5F0839EF033540,education,moto,8_10,5.150591761,15.0,convinient,1,2,0,0,,,,,,,,,,,,private_new,long_stay,parent_house,parking,jam,unsafe,slow,300.0,no,moto,ebike bike,0,1,1,0,0,0,0,verygood,good,neutral,bad,verybad,verybad,strongdisagree
2159,133760593,18_25,state,male,21.057146,105.886328,21.050378,105.884484,0101000020E6100000DD611399B9785A40E318C91EA10E3540,0101000020E61000007575C7629B785A4019709692E50C3540,work,moto,8_10,0.776515493,5.0,cost convinient,0,1,0,0,,,,,,,,,,,,private_house,permanent,parent_house,parking,jam,unsafe,slow,500.0,donotcare,moto,ebike bike bus,0,1,1,1,0,0,0,neutral,neutral,bad,bad,verybad,verybad,strongdisagree
2160,133760818,36_55,state,male,21.057867,105.886971,21.043409,105.87183,0101000020E610000007600322C4785A408484285FD00E3540,0101000020E6100000FD6A0E10CC775A40215A2BDA1C0B3540,work,moto,8_10,2.247973166,10.0,convinient,0,2,0,0,,,,,,,,,,,,private_new,long_stay,parent_house,cost,jam,unsafe,slow,20.0,yes,car,ebike bike,0,1,1,0,0,0,0,verygood,neutral,bad,bad,verybad,verybad,neutral
2161,133761176,26_35,state,female,21.043326,105.874592,21.026823,105.790984,0101000020E6100000F855B950F9775A400611A969170B3540,0101000020E610000031EA5A7B9F725A40D6C743DFDD063540,work,moto,8_10,8.869183714,25.0,convinient,1,3,0,0,,,,,,,,,,,,private_new,permanent,parent_house,cost,jam,unsafe,slow,300.0,yes,car,bike,0,0,1,0,0,0,0,good,neutral,good,neutral,bad,verybad,disagree
2162,133790384,18_25,state,male,21.053108,105.885637,21.06011,105.892848,0101000020E61000002AC8CF46AE785A40EE27637C980D3540,0101000020E61000002313F06B24795A409E29745E630F3540,work,moto,11_13,1.079875998,10.0,convinient,0,2,1,0,,,,,,,,,,,,private_new,long_stay,parent_house,parking,jam,unsafe,slow,200.0,no,moto,ebike,0,1,0,0,0,0,0,good,neutral,neutral,bad,bad,verybad,agree
2163,133793288,18_25,student,male,21.030952,105.920664,21.030431,105.925076,0101000020E6100000B1A6B228EC7A5A40ECBE6378EC073540,0101000020E61000002194F771347B5A40DAC87553CA073540,education,moto,1_3,0.461563688,5.0,cost convinient timesaving,0,2,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,500.0,yes,car,ebike,0,1,0,0,0,0,0,good,good,good,neutral,neutral,neutral,disagree
2164,133793562,18_25,student,male,21.0712,105.806236,21.046733,105.843795,0101000020E6100000E736E15E99735A40A779C7293A123540,0101000020E6100000D061BEBC00765A40DBA4A2B1F60B3540,education,moto,1_3,4.753080014,30.0,cost convinient timesaving,0,2,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,500.0,yes,car,ebike,0,1,0,0,0,0,0,good,good,good,neutral,good,neutral,disagree
2165,133794132,18_25,student,female,20.985641,105.841267,20.984118,105.835007,0101000020E61000000F0D8B51D7755A40C498F4F752FC3440,0101000020E6100000973B33C170755A40A9674128EFFB3440,education,moto,1_3,0.671615447,15.0,convinient timesaving,0,2,1,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,300.0,yes,car,car,1,0,0,0,0,0,0,good,good,neutral,neutral,good,neutral,agree
2166,133794659,26_35,state,male,21.060532,105.869392,21.054383,105.878867,0101000020E6100000DCD9571EA4775A40895C70067F0F3540,0101000020E610000027A25F5B3F785A405875560BEC0D3540,work,moto,4_7,1.197586472,20.0,cost convinient timesaving,0,2,1,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,unsafe,slow,300.0,yes,car,car,1,0,0,0,0,0,0,good,good,neutral,neutral,good,neutral,disagree
2167,133945772,18_25,student,female,20.989367,105.841096,21.030871,105.828912,0101000020E6100000F8325184D4755A40DCBDDC2747FD3440,0101000020E6100000C4D0EAE40C755A4013656F29E7073540,education,ebike,1_3,4.785201126,25.0,cost convinient timesaving,0,2,1,0,,,,,,,,,,,,private_house,long_stay,rent,cost,jam,slow,slow,300.0,yes,moto,ebike,0,1,0,0,0,0,0,good,good,good,neutral,neutral,neutral,disagree
2168,133947236,18_25,state,male,21.041887,105.870035,21.02302,105.821392,0101000020E610000006D847A7AE775A40A7203F1BB90A3540,0101000020E61000008C4CC0AF91745A40672783A3E4053540,work,moto,4_7,5.467057186,20.0,cost convinient timesaving,0,2,0,0,,,,,,,,,,,,private_new,long_stay,parent_house,parking,jam,unsafe,slow,200.0,no,moto,ebike,0,1,0,0,0,0,0,good,neutral,bad,bad,verybad,verybad,agree
