rowid,id,age,occup,gender,origlat,origlon,destlat,destlon,purp,vehic,freqpweek,OD_dist,travtime,reason,own_car,own_motob,own_ebike,own_bike,freq_car,freq_motob,freq_ebike,freq_bike,freq_taxi,freq_bus,school_acc,market_acc,hosp_acc,bank_acc,leis_acc,type,status,own,reas_not_car,reas_not_motob,reas_not_ebike,reas_not_bike,dist_to_pub,aware_ban,fut_veh,alt_veh,alt_car,alt_ebike,alt_bike,alt_bus,alt_ltrain,alt_taxi,alt_walk,opinion_car,opinion_motob,opinion_ebike,opinion_bike,opinion_taxi,opinion_bus,opinion_ban,index
25047,132273481,18_25,student,female,21.036722,105.79064,21.024065,105.826257,education,bus,4_7,3.95548391,25,convinient,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500,yes,car,lighttrain taxi,0,0,0,0,1,1,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25048,132273817,18_25,student,female,21.0346,105.796661,21.018811,105.827951,work,moto,4_7,3.691798367,25,convinient,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,200,yes,car,car ebike,1,1,0,0,0,0,0,neutral,neutral,neutral,good,neutral,neutral,agree,1
25049,132300636,36_55,private,female,21.03542,105.795343,21.01912,105.826379,work,moto,4_7,3.696146958,35,convinient,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,300,yes,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25050,132301019,56_75,retired,female,21.03526,105.795343,21.022073,105.834933,visit,moto,4_7,4.36282695,25,other,1,1,1,1,,,,,,,,,,,,private_house,permanent,parent_house,cost,cost,cost,cost,60,yes,car,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25051,132301244,18_25,student,female,20.997383,105.818364,21.015409,105.825973,work,moto,4_7,2.154413836,25,convinient,0,2,0,0,,,,,,,,,,,,private_house,long_stay,parent_house,cost,cost,cost,cost,300,yes,car,ebike bike bus,0,1,1,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongagree,1
25052,132301437,18_25,student,female,21.038845,105.775389,21.037396,105.785817,work,moto,4_7,1.094177384,25,other,2,2,2,2,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500,yes,car,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongagree,1
25053,132301822,18_25,student,female,21.035849,105.786371,21.018241,105.827958,work,moto,4_7,4.739652432,25,other,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500,no,car,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
25054,132302109,18_25,student,female,21.000708,105.812442,21.020171,105.824221,work,moto,4_7,2.485695852,30,timesaving,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,200,no,car,bus lighttrain,0,0,0,1,1,0,0,neutral,good,neutral,neutral,neutral,neutral,neutral,1
25055,132302398,18_25,student,male,21.020139,105.823662,21.035635,105.793273,work,moto,4_7,3.594053146,35,timesaving,2,2,2,2,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500,yes,car,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongagree,1
25056,132302932,18_25,student,female,21.03488,105.791953,21.014803,105.824493,work,moto,4_7,4.048546938,35,other,2,2,2,2,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,600,yes,car,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongagree,1
25057,132303264,18_25,private,female,21.015027,105.834354,21.023855,105.819207,work,ebike,4_7,1.853485035,5,timesaving,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,300,yes,car,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
25058,132303557,26_35,student,female,21.03514,105.794872,20.997346,105.811296,work,moto,4_7,4.535124554,35,convinient,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,parking,cost,cost,200,yes,car,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongagree,1
25059,132304722,18_25,student,female,21.039095,105.792191,21.015468,105.832613,work,moto,4_7,4.950130144,35,convinient,2,2,2,2,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,200,yes,car,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25060,132305129,18_25,student,female,21.019356,105.823234,21.025404,105.817157,work,bus,4_7,0.92201966,45,other,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500,yes,car,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongagree,1
25061,132305290,18_25,student,female,21.037227,105.789206,21.035033,105.787359,work,moto,4_7,0.310261941,25,other,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,600,yes,car,walk,0,0,0,0,0,0,1,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
25062,132305565,18_25,student,female,21.006816,105.770582,21.00626,105.78003,work,moto,4_7,0.982696562,25,other,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,250,yes,car,car ebike,1,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongdisagree,1
25063,132305934,18_25,student,female,20.9991,105.806926,21.029885,105.791511,work,bus,4_7,3.77863952,25,other,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,200,yes,car,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
25064,132306329,18_25,student,female,21.035937,105.792042,21.018716,105.82788,work,moto,4_7,4.183607513,25,convinient,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500,no,car,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
25065,132306612,18_25,student,female,20.999266,105.804378,21.037628,105.791636,work,ebike,4_7,4.465996295,28,other,0,2,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,200,yes,car,lighttrain,0,0,0,0,1,0,0,neutral,neutral,good,neutral,neutral,neutral,disagree,1
25066,132306885,18_25,student,female,21.041513,105.77526,21.036419,105.784013,work,ebike,4_7,1.070534976,25,other,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,200,yes,car,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongdisagree,1
25067,132307130,18_25,student,female,21.034419,105.795172,21.019124,105.828351,work,moto,4_7,3.840756208,35,other,1,3,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,500,yes,car,bike walk,0,0,1,0,0,0,1,neutral,neutral,neutral,neutral,neutral,neutral,strongagree,1
25068,132308487,18_25,student,female,21.037356,105.791868,21.018489,105.832639,work,ebike,4_7,4.723127412,35,convinient,1,1,1,2,,,,,,,,,,,,private_house,permanent,rent,cost,cost,cost,cost,200,yes,car,ebike bus lighttrain,0,1,0,1,1,0,0,good,good,neutral,neutral,neutral,neutral,agree,1
25069,132308711,18_25,student,female,21.018957,105.827994,21.035798,105.791321,visit,moto,4_7,4.242023229,35,other,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,200,no,car,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,good,good,neutral,neutral,1
25070,132308778,56_75,state,female,21.012399,105.79504,21.012888,105.796629,shopping,bike,4_7,0.173670928,23,convinient,0,1,0,0,,,,,,,,,,,,high_rise,long_stay,morgate,jam,jam,jam,jam,34,donotcare,bike,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
25071,132308884,18_25,student,female,21.036011,105.793918,21.032861,105.794761,work,car,4_7,0.3610263,20,convinient,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,600,no,car,taxi,0,0,0,0,0,1,0,neutral,neutral,neutral,good,neutral,neutral,neutral,1
25072,132309071,36_55,student,female,21.013112,105.793924,21.014932,105.789672,education,bike,4_7,0.485542491,3,timesaving,0,1,0,0,,,,,,,,,,,,high_rise,short_stay,rent,jam,jam,jam,jam,452,no,ebike,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongagree,1
25073,132309138,18_25,student,female,21.036033,105.78839,21.018897,105.827314,work,moto,4_7,4.466745064,35,other,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,200,yes,car,ebike,0,1,0,0,0,0,0,neutral,neutral,good,good,good,good,agree,1
25074,132309398,36_55,fdi,female,21.011318,105.801525,21.011983,105.800666,education,ebike,4_7,0.115837403,234,timesaving,0,0,0,0,,,,,,,,,,,,high_rise,short_stay,parent_house,jam,jam,jam,jam,234,donotcare,moto,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25075,132309490,18_25,student,female,21.036722,105.792753,21.0182,105.827125,work,bike,4_7,4.119311019,25,other,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,200,yes,moto,car,1,0,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25076,132309709,56_75,student,female,21.012847,105.79328,21.01264,105.795642,education,taxi,4_7,0.246255336,34,convinient,0,2,0,0,,,,,,,,,,,,old_building,short_stay,owner,jam,jam,jam,jam,3456,no,ebike,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,strongagree,1
25077,132309857,18_25,student,female,21.035384,105.7938,21.035235,105.795258,work,taxi,4_7,0.152222847,5,other,2,2,2,2,,,,,,,,,,,,private_house,permanent,parent_house,cost,cost,cost,cost,100,no,car,walk,0,0,0,0,0,0,1,good,neutral,good,neutral,neutral,good,strongdisagree,1
25078,132310040,56_75,fdi,female,21.012158,105.794826,21.014427,105.793967,leisure,moto,4_7,0.267593804,23,convinient,0,2,0,2,,,,,,,,,,,,high_rise,long_stay,parent_house,jam,jam,jam,jam,234,donotcare,bike,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
25079,132310496,56_75,state,male,21.011638,105.799979,21.01014,105.795728,education,bike,4_7,0.47165459,23,timesaving,0,2,0,2,,,,,,11_15,,,,,,old_building,permanent,rent,jam,jam,jam,jam,234,no,ebike,bus,0,0,0,1,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25080,132310592,18_25,private,female,21.017299,105.833683,21.035508,105.794271,work,bike,4_7,4.56429395,35,other,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,200,no,car,lighttrain,0,0,0,0,1,0,0,good,neutral,neutral,neutral,neutral,neutral,disagree,1
25081,132311009,26_35,fdi,male,20.923443,105.747974,20.964403,105.767807,education,bike,4_7,4.998600208,60,convinient,0,2,0,0,,,,,,,,,,,,resettlement,long_stay,parent_house,jam,jam,jam,jam,4345,no,ebike,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
25082,132311012,18_25,student,female,20.99961,105.812211,21.037901,105.795046,work,car,4_7,4.615512674,35,convinient,1,1,1,1,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,cost,cost,250,no,car,bus,0,0,0,1,0,0,0,verybad,good,good,neutral,neutral,neutral,agree,1
25083,132311296,56_75,fdi,male,20.875727,105.67222,20.876826,105.676214,shopping,car,4_7,0.432578233,34,cost,0,2,0,0,,,,,,,,,,,,high_rise,permanent,parent_house,jam,jam,jam,jam,2345,no,ebike,ebike,0,1,0,0,0,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25084,132311376,18_25,student,female,21.032757,105.792281,21.018589,105.827109,shopping,bike,4_7,3.943236993,35,other,1,1,1,1,,,,,,,,,,,,private_house,permanent,parent_house,cost,cost,cost,cost,350,no,car,bus taxi,0,0,0,1,0,1,0,neutral,neutral,neutral,good,neutral,neutral,neutral,1
25085,132311779,26_35,state,female,20.875413,105.672287,20.878699,105.671172,caring,ebike,4_7,0.383310939,10,other,0,2,0,0,,,,,,,,,,,,old_building,short_stay,parent_house,jam,jam,jam,jam,34,no,bike,ebike walk,0,1,0,0,0,0,1,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
25086,132312187,26_35,state,female,20.874829,105.674153,20.874685,105.667925,education,ebike,4_7,0.647265034,23,timesaving,2,2,2,2,,,,,,,,,,,,old_building,long_stay,parent_house,unsafe,unsafe,jam,unsafe,234,no,ebike,bike,0,0,1,0,0,0,0,bad,bad,neutral,neutral,bad,bad,neutral,1
25087,132312527,56_75,state,female,20.874852,105.672564,20.878366,105.667968,leisure,bike,4_7,0.616997304,23,timesaving,0,1,0,0,,,,,,,,,,,,old_building,long_stay,owner,jam,jam,jam,jam,234,donotcare,ebike,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
25088,132312905,36_55,fdi,female,21.032588,105.848344,21.031916,105.842288,education,bike,4_7,0.632960943,23,timesaving,2,2,0,0,,,,,,,,,,,,social_house,permanent,parent_house,jam,jam,jam,jam,45,no,bike,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,disagree,1
25089,132313492,26_35,private,female,20.966641,105.768275,21.01542,105.853648,education,taxi,4_7,10.39103307,50,other,0,3,0,0,,,,,,,,,,,,private_house,permanent,parent_house,cost,unsafe,parking,parking,600,no,moto,bike bus lighttrain taxi,0,0,1,1,1,1,0,good,neutral,good,bad,verygood,bad,neutral,1
25090,132313957,18_25,private,male,20.988746,105.861022,21.115158,105.499128,work,moto,11_13,40.09933307,150,convinient,2,2,3,0,,,,,,,,,,,,private_house,permanent,owner,jam,jam,jam,jam,900,no,car,lighttrain taxi walk,0,0,0,0,1,1,1,good,neutral,bad,bad,verygood,bad,neutral,1
25091,132313972,56_75,fdi,female,20.983817,105.868647,20.984698,105.864996,shopping,moto,4_7,0.391503057,34,convinient,2,2,2,2,,,,,,,,,,,,old_building,short_stay,rent,jam,jam,jam,jam,543,no,ebike,bus taxi,0,0,0,1,0,1,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25092,132314188,56_75,fdi,male,20.983159,105.85816,20.986722,105.860989,shopping,bus,4_7,0.493182305,15,timesaving,2,2,2,0,,,,,,11_15,,,,,,old_building,long_stay,parent_house,jam,jam,jam,jam,54,donotcare,bike,lighttrain,0,0,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
25093,132314226,26_35,private,male,21.020699,105.823534,20.957305,105.760327,work,car,4_7,9.630646363,60,other,1,4,0,0,,,,,,,,,,,,high_rise,permanent,owner,cost,jam,slow,slow,500,yes,car,lighttrain,0,0,0,0,1,0,0,good,neutral,bad,good,bad,good,neutral,1
25094,132314507,36_55,private,male,21.162555,105.851736,21.162915,105.849331,work,car,8_10,0.252581072,60,other,2,2,1,0,,,,,,,,,,,,high_rise,long_stay,parent_house,cost,jam,slow,slow,900,no,car,bike,0,0,1,0,0,0,0,good,neutral,good,neutral,good,neutral,neutral,1
25095,132314831,18_25,fdi,female,20.966762,105.768266,21.035814,105.791054,work,moto,4_7,8.03439218,40,other,0,3,0,0,,,,,,,,,,,,private_house,long_stay,rent,parking,unsafe,slow,slow,200,no,car,ebike,0,1,0,0,0,0,0,good,neutral,bad,good,bad,good,agree,1
25096,132315280,18_25,private,female,21.006254,105.779079,21.006831,105.778864,work,bike,4_7,0.067930461,35,other,1,1,2,0,,,,,,,,,,,,private_house,long_stay,owner,cost,cost,cost,slow,600,yes,car,bike,0,0,1,0,0,0,0,good,neutral,neutral,bad,good,neutral,disagree,1
25097,132315680,26_35,private,male,21.003593,105.765686,21.07256,105.76895,education,car,8_10,7.676270527,60,other,1,1,1,0,,,,,,,,,,,,private_house,permanent,parent_house,cost,parking,cost,cost,250,yes,car,bike bus lighttrain,0,0,1,1,1,0,0,bad,good,bad,good,neutral,neutral,agree,1
25098,132315983,26_35,state,female,21.200338,105.418282,21.260695,105.841943,work,moto,4_7,44.42169122,45,other,0,3,1,0,,,,,,,,,,,,private_house,permanent,owner,cost,cost,cost,cost,600,yes,car,car,1,0,0,0,0,0,0,neutral,good,good,neutral,neutral,neutral,agree,1
25099,132316300,36_55,state,male,21.085558,105.671564,20.95438,105.758426,work,car,4_7,17.14782884,85,convinient,2,1,0,0,,,,,,,,,,,,private_house,permanent,parent_house,cost,jam,cost,cost,500,yes,car,car ebike bike walk,1,1,1,0,0,0,1,good,neutral,good,bad,good,bad,strongagree,1
25100,132316633,26_35,state,female,20.871605,105.862325,21.188847,105.419988,work,car,4_7,57.89691563,80,other,1,1,1,1,,,,,,,,,,,,private_house,permanent,parent_house,cost,jam,slow,slow,250,yes,no,ebike bus lighttrain,0,1,0,1,1,0,0,neutral,good,bad,good,good,bad,strongagree,1
25101,132316988,26_35,private,female,20.993406,105.644274,20.988577,105.637642,work,moto,4_7,0.87313723,35,other,1,2,0,0,,,,,,,,,,,,private_house,permanent,parent_house,parking,parking,parking,parking,150,yes,no,car ebike bus,1,1,0,1,0,0,0,good,neutral,neutral,neutral,neutral,neutral,agree,1
25102,132317251,26_35,fdi,male,21.030634,105.768719,21.030351,105.760573,work,moto,8_10,0.846045307,15,convinient,0,1,1,0,,,,,,,,,,,,private_house,long_stay,rent,cost,parking,cost,cost,500,no,car,car lighttrain walk,1,0,0,0,1,0,1,neutral,neutral,neutral,neutral,neutral,neutral,neutral,1
25103,132317554,18_25,private,female,20.998985,105.844309,20.999171,105.84753,work,moto,4_7,0.335011721,15,other,1,1,0,0,,,,,,,,,,,,high_rise,long_stay,parent_house,cost,parking,cost,cost,600,no,car,car ebike lighttrain,1,1,0,0,1,0,0,good,bad,good,neutral,neutral,neutral,agree,1
25104,132317875,26_35,private,male,20.985845,105.862411,20.983789,105.844436,work,car,4_7,1.880118129,5,other,2,1,0,0,,,,,,,,,,,,private_house,permanent,owner,cost,cost,cost,cost,500,no,car,bike bus lighttrain,0,0,1,1,1,0,0,neutral,neutral,bad,bad,bad,bad,agree,1
25105,132318133,18_25,private,female,21.023801,105.773371,21.023536,105.771138,work,moto,4_7,0.233635647,35,convinient,1,1,1,1,,,,,,,,,,,,private_house,permanent,parent_house,cost,parking,cost,cost,250,yes,car,car lighttrain,1,0,0,0,1,0,0,bad,bad,neutral,neutral,neutral,neutral,agree,1
25106,132318328,26_35,private,female,21.031643,105.773112,21.03182,105.776974,work,moto,4_7,0.40131018,35,other,1,2,0,0,,,,,,,,,,,,private_house,permanent,parent_house,cost,parking,cost,cost,900,yes,car,car ebike lighttrain,1,1,0,0,1,0,0,neutral,neutral,neutral,neutral,neutral,neutral,agree,1
25107,132318505,36_55,fdi,male,21.003561,105.766287,21.006831,105.774404,education,car,4_7,0.917700186,35,convinient,0,2,0,0,,,,,,,,,,,,high_rise,permanent,owner,cost,cost,cost,cost,500,no,car,car bike lighttrain,1,0,1,0,1,0,0,good,bad,neutral,neutral,neutral,neutral,agree,1
25108,132318644,18_25,private,male,21.201098,105.424073,21.198051,105.418368,work,moto,4_7,0.681610068,15,convinient,1,1,1,0,,,,,,,,,,,,private_house,permanent,parent_house,cost,jam,slow,slow,250,no,no,car ebike bike lighttrain walk,1,1,1,0,1,0,1,good,good,bad,neutral,neutral,neutral,agree,1
25109,132318795,26_35,private,female,21.257223,105.843019,21.164342,105.869709,work,car,4_7,10.69208358,55,convinient,1,1,0,0,,,,,,,,,,,,high_rise,permanent,owner,cost,jam,slow,slow,600,no,no,bike bus taxi walk,0,0,1,1,0,1,1,bad,bad,neutral,neutral,neutral,bad,neutral,1
25110,132319072,36_55,private,male,21.072264,105.76968,21.07602,105.771741,education,car,8_10,0.469212354,60,convinient,2,2,0,0,,,,,,,,,,,,private_new,permanent,owner,jam,jam,slow,slow,900,yes,car,car bus lighttrain,1,0,0,1,1,0,0,neutral,neutral,neutral,neutral,bad,bad,agree,1
25111,132319364,26_35,fdi,female,21.078414,105.81104,21.025246,105.850063,education,moto,4_7,7.165951978,35,convinient,1,1,0,0,,,,,,,,,,,,high_rise,permanent,parent_house,parking,parking,slow,slow,500,yes,moto,car lighttrain taxi walk,1,0,0,0,1,1,1,neutral,neutral,neutral,neutral,bad,bad,neutral,1
25112,132319673,26_35,state,male,21.019858,105.792553,21.040841,105.775647,work,moto,8_10,2.9193564,30,timesaving,2,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,cost,cost,slow,slow,200,yes,car,lighttrain taxi walk,0,0,0,0,1,1,1,good,bad,neutral,neutral,bad,bad,disagree,1
25113,132320079,18_25,private,female,21.020058,105.791767,21.036239,105.788757,education,moto,8_10,1.826168607,35,convinient,1,1,0,0,,,,,,,,,,,,private_new,long_stay,parent_house,cost,cost,slow,slow,150,yes,car,car taxi walk,1,0,0,0,0,1,1,good,bad,neutral,neutral,bad,bad,agree,1
25114,132320423,26_35,state,female,21.000149,105.847633,21.013561,105.799764,work,car,4_7,5.188005407,40,convinient,1,2,0,0,,,,,,,,,,,,private_new,permanent,owner,cost,cost,unsafe,unsafe,580,no,car,bus lighttrain taxi walk,0,0,0,1,1,1,1,bad,bad,neutral,neutral,bad,bad,disagree,1
25115,132320918,18_25,private,female,21.004354,105.854378,21.03704,105.802252,education,moto,8_10,6.517858273,35,convinient,1,1,0,0,,,,,,,,,,,,high_rise,long_stay,rent,cost,cost,unsafe,unsafe,350,donotcare,no,car taxi walk,1,0,0,0,0,1,1,bad,bad,neutral,neutral,neutral,bad,disagree,1
25116,132321381,18_25,state,female,21.00813,105.777117,21.036639,105.777717,work,moto,8_10,3.170672796,25,other,0,3,0,0,,,,,,,,,,,,high_rise,long_stay,rent,jam,jam,slow,slow,380,yes,car,car ebike bike,1,1,1,0,0,0,0,good,bad,good,neutral,neutral,bad,agree,1
25117,132321606,26_35,fdi,male,21.004234,105.761992,21.006671,105.770109,education,moto,4_7,0.885094301,30,convinient,2,2,0,0,,,,,,,,,,,,private_house,permanent,owner,parking,jam,slow,slow,500,no,no,lighttrain taxi walk,0,0,0,0,1,1,1,good,good,neutral,neutral,bad,bad,disagree,1
25118,132321707,26_35,state,female,21.007158,105.77852,20.993386,105.758456,education,moto,4_7,2.585209491,25,timesaving,1,1,0,0,,,,,,,,,,,,private_house,long_stay,rent,jam,jam,slow,slow,500,yes,car,car bike bus,1,0,1,1,0,0,0,neutral,neutral,neutral,neutral,bad,bad,neutral,1
25119,132321967,56_75,retired,male,20.937601,105.842891,20.985588,105.859671,caring,car,4_7,5.613189495,60,convinient,2,2,0,0,,,,,,,,,,,,private_house,permanent,owner,cost,cost,slow,slow,600,no,no,car bus walk,1,0,0,1,0,0,1,neutral,neutral,neutral,bad,bad,bad,agree,1
