rowid,id,age,occup,gender,origlat,origlon,destlat,destlon,purp,vehic,freqpweek,OD_dist,travtime,reason,own_car,own_motob,own_ebike,own_bike,freq_car,freq_motob,freq_ebike,freq_bike,freq_taxi,freq_bus,school_acc,market_acc,hosp_acc,bank_acc,leis_acc,type,status,own,reas_not_car,reas_not_motob,reas_not_ebike,reas_not_bike,dist_to_pub,aware_ban,fut_veh,alt_veh,alt_car,alt_ebike,alt_bike,alt_bus,alt_ltrain,alt_taxi,alt_walk,opinion_car,opinion_motob,opinion_ebike,opinion_bike,opinion_taxi,opinion_bus,opinion_ban,index
12467,139395856,26_35,student,male,21.017813,105.796382,21.011235,105.857958,work,car,4_7,6.433272296,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,good,good,neutral,agree,1
12468,139395917,36_55,fdi,male,21.017621,105.796737,21.011235,105.857958,work,car,4_7,6.394261792,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,car ebike taxi,1,1,0,0,0,1,0,good,neutral,good,good,good,neutral,agree,1
12469,139395974,26_35,fdi,male,21.017557,105.796295,21.011235,105.857958,work,car,4_7,6.439079969,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,ebike bike lighttrain,0,1,1,0,1,0,0,good,neutral,good,good,good,neutral,agree,1
12470,139396072,26_35,fdi,male,21.017431,105.796521,21.011235,105.857958,work,car,4_7,6.414244656,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,car ebike bike lighttrain,1,1,1,0,1,0,0,good,neutral,good,good,good,neutral,agree,1
12471,139396151,36_55,fdi,male,21.017384,105.79673,21.011235,105.857958,work,car,4_7,6.392116336,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,car bike taxi,1,0,1,0,0,1,0,good,neutral,good,good,good,neutral,agree,1
12472,139396553,18_25,state,male,21.018003,105.795775,21.011235,105.857958,work,car,4_7,6.498282709,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,car bus taxi,1,0,0,1,0,1,0,good,neutral,good,good,good,neutral,agree,1
12473,139396652,36_55,student,male,21.01778,105.79575,21.011235,105.857958,work,car,4_7,6.498041162,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,car ebike lighttrain,1,1,0,0,1,0,0,good,neutral,good,good,good,neutral,agree,1
12474,139396751,36_55,state,male,21.018118,105.796122,21.011235,105.857958,work,car,4_7,6.464007155,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,car bus,1,0,0,1,0,0,0,good,neutral,good,good,good,neutral,agree,1
12475,139398076,36_55,fdi,male,21.018103,105.796414,21.011235,105.857958,work,car,4_7,6.433714072,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,car ebike bike taxi,1,1,1,0,0,1,0,good,neutral,good,good,good,neutral,agree,1
12476,139399066,26_35,student,male,21.017993,105.796635,21.011235,105.857958,work,car,4_7,6.409493965,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,car ebike bus taxi,1,1,0,1,0,1,0,good,neutral,good,good,good,neutral,agree,1
12477,139399152,36_55,fdi,male,21.01794,105.796916,21.011235,105.857958,work,car,4_7,6.379838129,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,ebike bus,0,1,0,1,0,0,0,good,neutral,good,good,good,neutral,agree,1
12478,139399267,18_25,state,male,21.017922,105.796021,21.011235,105.857958,work,car,4_7,6.471881296,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,car bike lighttrain walk,1,0,1,0,1,0,1,good,neutral,good,good,good,neutral,neutral,1
12479,139399380,18_25,fdi,male,21.017488,105.795821,21.011235,105.857958,work,car,4_7,6.487163747,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,car bike bus taxi,1,0,1,1,0,1,0,good,neutral,good,good,good,neutral,agree,1
12480,139399474,36_55,fdi,male,21.017339,105.796057,21.011235,105.857958,work,car,4_7,6.461050403,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,car ebike bus taxi,1,1,0,1,0,1,0,good,neutral,good,good,good,neutral,agree,1
12481,139399562,36_55,fdi,male,21.017905,105.795445,21.011235,105.857958,work,car,4_7,6.531062895,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,car bus,1,0,0,1,0,0,0,good,neutral,good,good,good,neutral,neutral,1
12482,139399639,36_55,student,male,21.018136,105.795382,21.011235,105.857958,work,car,4_7,6.540518818,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,car lighttrain,1,0,0,0,1,0,0,good,neutral,good,good,good,neutral,neutral,1
12483,139399739,36_55,student,male,21.018295,105.795149,21.011235,105.857958,work,car,4_7,6.56662437,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,car ebike bus taxi,1,1,0,1,0,1,0,good,neutral,good,good,good,neutral,agree,1
12484,139399793,36_55,student,male,21.018183,105.795077,21.011235,105.857958,work,car,4_7,6.572571273,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,car ebike bus taxi,1,1,0,1,0,1,0,good,neutral,good,good,good,neutral,agree,1
12485,139399869,36_55,student,male,21.018216,105.795438,21.011235,105.857958,work,car,4_7,6.535795063,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,car bus lighttrain walk,1,0,0,1,1,0,1,good,neutral,good,good,good,neutral,agree,1
12486,139399951,36_55,fdi,male,21.018057,105.794939,21.011235,105.857958,work,car,4_7,6.585170596,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,car ebike lighttrain walk,1,1,0,0,1,0,1,good,neutral,good,good,good,neutral,agree,1
12487,139400012,18_25,state,male,21.017853,105.794819,21.011235,105.857958,work,car,4_7,6.594978568,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,good,good,neutral,agree,1
12488,139400078,36_55,state,male,21.018387,105.795608,21.011235,105.857958,work,car,4_7,6.520562459,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,car bike bus taxi,1,0,1,1,0,1,0,good,neutral,good,good,good,neutral,neutral,1
12489,139400143,36_55,state,male,21.017465,105.797101,21.011235,105.857958,work,car,4_7,6.354802787,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,ebike bus taxi,0,1,0,1,0,1,0,good,neutral,good,good,good,neutral,agree,1
12490,139400242,56_75,retired,male,21.017708,105.797411,21.011235,105.857958,work,car,4_7,6.325830012,20,cost timesaving other,2,1,0,0,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,owner,parking,jam,jam,unsafe,100,no,car,car ebike lighttrain,1,1,0,0,1,0,0,good,neutral,good,good,good,neutral,agree,1
12491,139403783,26_35,state,male,21.019479,105.793737,21.010081,105.854304,work,moto,4_7,6.37307198,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car bus,1,0,0,1,0,0,0,good,neutral,good,good,good,neutral,neutral,1
12492,139403845,36_55,fdi,male,21.019273,105.79393,21.010081,105.854304,work,moto,4_7,6.349587513,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car ebike lighttrain walk,1,1,0,0,1,0,1,good,neutral,good,good,good,neutral,neutral,1
12493,139403956,36_55,fdi,male,21.019397,105.79352,21.010081,105.854304,work,moto,4_7,6.393810748,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car ebike bike lighttrain,1,1,1,0,1,0,0,good,neutral,good,good,good,neutral,neutral,1
12494,139404070,56_75,student,male,21.019157,105.793646,21.010081,105.854304,work,moto,4_7,6.376632141,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car bus walk,1,0,0,1,0,0,1,good,neutral,good,good,good,neutral,neutral,1
12495,139404198,18_25,student,male,21.019267,105.793232,21.010081,105.854304,work,moto,4_7,6.420999168,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car bus lighttrain walk,1,0,0,1,1,0,1,good,neutral,good,good,good,neutral,neutral,1
12496,139404327,36_55,fdi,male,21.019065,105.793383,21.010081,105.854304,work,moto,4_7,6.401986428,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car bus lighttrain,1,0,0,1,1,0,0,good,neutral,good,good,good,neutral,neutral,1
12497,139404411,36_55,fdi,male,21.019151,105.793043,21.010081,105.854304,work,moto,4_7,6.438337511,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,ebike bus walk,0,1,0,1,0,0,1,good,neutral,good,good,good,neutral,neutral,1
12498,139404524,36_55,fdi,male,21.018998,105.792942,21.010081,105.854304,work,moto,4_7,6.446056451,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car ebike lighttrain,1,1,0,0,1,0,0,good,neutral,good,good,good,neutral,neutral,1
12499,139404664,36_55,fdi,male,21.018797,105.792941,21.010081,105.854304,work,moto,4_7,6.442763273,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car ebike bus,1,1,0,1,0,0,0,good,neutral,good,good,good,neutral,neutral,1
12500,139404758,36_55,fdi,male,21.018736,105.793408,21.010081,105.854304,work,moto,4_7,6.393821454,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,bus walk,0,0,0,1,0,0,1,good,neutral,good,good,good,neutral,neutral,1
12501,139404894,36_55,fdi,male,21.017747,105.794146,21.010081,105.854304,work,moto,4_7,6.302307174,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car ebike bike taxi,1,1,1,0,0,1,0,good,neutral,good,good,good,neutral,neutral,1
12502,139405148,26_35,fdi,male,21.018505,105.79314,21.010081,105.854304,work,moto,4_7,6.417529589,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car ebike lighttrain,1,1,0,0,1,0,0,good,neutral,good,good,good,neutral,neutral,1
12503,139405361,36_55,student,male,21.01831,105.793296,21.010081,105.854304,work,moto,4_7,6.39837796,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car ebike lighttrain taxi,1,1,0,0,1,1,0,good,neutral,good,good,good,neutral,neutral,1
12504,139405510,36_55,student,male,21.018458,105.793602,21.010081,105.854304,work,moto,4_7,6.369326177,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car ebike bus walk,1,1,0,1,0,0,1,good,neutral,good,good,good,neutral,neutral,1
12505,139405654,26_35,fdi,male,21.018292,105.793664,21.010081,105.854304,work,moto,4_7,6.360287393,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,bike lighttrain,0,0,1,0,1,0,0,good,neutral,good,good,good,neutral,neutral,1
12506,139405744,36_55,student,male,21.018124,105.79333,21.010081,105.854304,work,moto,4_7,6.391962384,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car bike walk,1,0,1,0,0,0,1,good,neutral,good,good,good,neutral,neutral,1
12507,139406078,26_35,fdi,male,21.019479,105.793737,21.010081,105.854304,work,moto,4_7,6.37307198,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,ebike bus,0,1,0,1,0,0,0,good,neutral,good,good,good,neutral,neutral,1
12508,139406139,56_75,state,male,21.018394,105.793769,21.010081,105.854304,work,moto,4_7,6.351140192,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,ebike lighttrain,0,1,0,0,1,0,0,good,neutral,good,good,good,neutral,neutral,1
12509,139406227,36_55,fdi,male,21.019037,105.793962,21.010081,105.854304,work,moto,4_7,6.342140636,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car bike bus taxi,1,0,1,1,0,1,0,good,neutral,good,good,good,neutral,neutral,1
12510,139406370,26_35,state,male,21.019479,105.793737,21.010081,105.854304,work,moto,4_7,6.37307198,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car bike taxi,1,0,1,0,0,1,0,good,neutral,good,good,good,neutral,neutral,1
12511,139406451,36_55,fdi,male,21.01913,105.794066,21.010081,105.854304,work,moto,4_7,6.333112479,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car ebike lighttrain,1,1,0,0,1,0,0,good,neutral,good,good,good,neutral,neutral,1
12512,139406572,26_35,state,male,21.019078,105.794182,21.010081,105.854304,work,moto,4_7,6.320308237,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,good,good,neutral,neutral,1
12513,139406607,26_35,student,male,21.018932,105.794314,21.010081,105.854304,work,moto,4_7,6.304227988,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car bike taxi,1,0,1,0,0,1,0,good,neutral,good,good,good,neutral,neutral,1
12514,139406677,26_35,state,male,21.019649,105.793926,21.010081,105.854304,work,moto,4_7,6.356853136,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,ebike bus taxi,0,1,0,1,0,1,0,good,neutral,good,good,good,neutral,neutral,1
12515,139406736,56_75,fdi,male,21.01877,105.794181,21.010081,105.854304,work,moto,4_7,6.3150867,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,good,good,neutral,neutral,1
12516,139406829,36_55,fdi,male,21.018975,105.793833,21.010081,105.854304,work,moto,4_7,6.354289662,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,car ebike lighttrain,1,1,0,0,1,0,0,good,neutral,good,good,good,neutral,neutral,1
12517,139406943,36_55,fdi,male,21.019479,105.793737,21.010081,105.854304,work,moto,4_7,6.37307198,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,no,bike,ebike bike bus taxi,0,1,1,1,0,1,0,good,neutral,good,good,good,neutral,neutral,1
12518,139409393,36_55,state,male,21.018123,105.793377,21.010081,105.854304,work,moto,4_7,6.387116273,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike taxi,1,0,1,0,0,1,0,good,neutral,good,verygood,good,neutral,agree,1
12519,139409476,26_35,fdi,male,21.017921,105.793495,21.010081,105.854304,work,moto,4_7,6.371881113,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bus lighttrain,1,0,0,1,1,0,0,good,neutral,good,verygood,good,neutral,agree,1
12520,139409563,18_25,fdi,male,21.018304,105.793588,21.010081,105.854304,work,moto,4_7,6.368285763,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,ebike bus,0,1,0,1,0,0,0,good,neutral,good,verygood,good,neutral,agree,1
12521,139409726,18_25,fdi,male,21.018446,105.793791,21.010081,105.854304,work,moto,4_7,6.349724269,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car ebike lighttrain taxi,1,1,0,0,1,1,0,good,neutral,good,verygood,good,neutral,agree,1
12522,139409831,18_25,student,male,21.018279,105.793908,21.010081,105.854304,work,moto,4_7,6.335015727,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bus,1,0,0,1,0,0,0,good,neutral,good,verygood,good,neutral,agree,1
12523,139410045,26_35,student,male,21.018531,105.793981,21.010081,105.854304,work,moto,4_7,6.331609673,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car ebike taxi,1,1,0,0,0,1,0,good,neutral,good,verygood,good,neutral,agree,1
12524,139410162,26_35,student,male,21.018123,105.793377,21.010081,105.854304,work,moto,4_7,6.387116273,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,high_rise,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,ebike lighttrain,0,1,0,0,1,0,0,good,neutral,good,verygood,good,neutral,agree,1
12525,139410508,36_55,state,male,21.017809,105.793527,21.010081,105.854304,work,moto,4_7,6.366900312,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,bike taxi,0,0,1,0,0,1,0,good,neutral,good,verygood,good,neutral,agree,1
12526,139410609,18_25,fdi,male,21.017695,105.793694,21.010081,105.854304,work,moto,4_7,6.34802409,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike walk,1,0,1,0,0,0,1,good,neutral,good,verygood,good,neutral,agree,1
12527,139410711,26_35,state,male,21.017803,105.793962,21.010081,105.854304,work,moto,4_7,6.322072924,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike taxi,1,0,1,0,0,1,0,good,neutral,good,verygood,good,neutral,agree,1
12528,139410787,26_35,fdi,male,21.017801,105.794058,21.010081,105.854304,work,moto,4_7,6.312170411,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike taxi,1,0,1,0,0,1,0,good,neutral,good,verygood,good,neutral,agree,1
12529,139410860,26_35,fdi,male,21.01738,105.793796,21.010081,105.854304,work,moto,4_7,6.332953725,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car ebike lighttrain,1,1,0,0,1,0,0,good,neutral,good,verygood,good,neutral,agree,1
12530,139410922,18_25,student,male,21.017621,105.794367,21.010081,105.854304,work,moto,4_7,6.277695048,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,bike taxi,0,0,1,0,0,1,0,good,neutral,good,verygood,good,neutral,agree,1
12531,139411028,18_25,fdi,male,21.018123,105.793377,21.010081,105.854304,work,moto,4_7,6.387116273,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike lighttrain,1,0,1,0,1,0,0,good,neutral,good,verygood,good,neutral,agree,1
12532,139411066,18_25,state,male,21.017937,105.793059,21.010081,105.854304,work,moto,4_7,6.416956872,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car ebike bus,1,1,0,1,0,0,0,good,neutral,good,verygood,good,neutral,agree,1
12533,139411092,18_25,student,male,21.018107,105.793921,21.010081,105.854304,work,moto,4_7,6.330959592,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car ebike lighttrain,1,1,0,0,1,0,0,good,neutral,good,verygood,good,neutral,agree,1
12534,139411157,18_25,state,male,21.018157,105.793999,21.010081,105.854304,work,moto,4_7,6.323730249,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bus lighttrain,1,0,0,1,1,0,0,good,neutral,good,verygood,good,neutral,agree,1
12535,139411220,26_35,state,male,21.018576,105.794198,21.010081,105.854304,work,moto,4_7,6.310081622,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,ebike bus walk,0,1,0,1,0,0,1,good,neutral,good,verygood,good,neutral,agree,1
12536,139411284,36_55,state,male,21.017731,105.794444,21.010081,105.854304,work,moto,4_7,6.271419214,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car ebike bike taxi,1,1,1,0,0,1,0,good,neutral,good,verygood,good,neutral,agree,1
12537,139411666,36_55,state,male,21.018041,105.794681,21.010081,105.854304,work,moto,4_7,6.251827525,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car ebike taxi,1,1,0,0,0,1,0,good,neutral,good,verygood,good,neutral,agree,1
12538,139411723,18_25,fdi,male,21.017845,105.79473,21.010081,105.854304,work,moto,4_7,6.243745863,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bus taxi,1,0,0,1,0,1,0,good,neutral,good,verygood,good,neutral,agree,1
12539,139411778,36_55,student,male,21.018272,105.794632,21.010081,105.854304,work,moto,4_7,6.260543039,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car ebike bus lighttrain,1,1,0,1,1,0,0,good,neutral,good,verygood,good,neutral,agree,1
12540,139411894,18_25,student,male,21.018312,105.794315,21.010081,105.854304,work,moto,4_7,6.293743732,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car taxi,1,0,0,0,0,1,0,good,neutral,good,verygood,good,neutral,agree,1
12541,139411990,26_35,fdi,male,21.018123,105.793377,21.010081,105.854304,work,moto,4_7,6.387116273,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,ebike bus lighttrain,0,1,0,1,1,0,0,good,neutral,good,verygood,good,neutral,agree,1
12542,139412179,18_25,student,female,21.017802,105.795896,21.010081,105.854304,work,moto,4_7,6.123229277,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,ebike bike taxi,0,1,1,0,0,1,0,good,neutral,good,verygood,good,neutral,agree,1
12543,139412607,36_55,retired,male,21.01784,105.794499,21.010081,105.854304,work,moto,4_7,6.267417736,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,car bike taxi,1,0,1,0,0,1,0,good,neutral,good,verygood,good,neutral,agree,1
12544,139412728,18_25,fdi,male,21.018094,105.79485,21.010081,105.854304,work,moto,4_7,6.23530088,20,cost timesaving other,2,1,0,1,1_5,6_10,,,,,good,neutral,good,neutral,neutral,private_house,permanent,parent_house,parking,jam,jam,unsafe,100,donotcare,bike,bike taxi,0,0,1,0,0,1,0,good,neutral,good,verygood,good,neutral,agree,1
